id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
15349145,Charming Home in the Heart of Thessaloniki,27599375,Dominiki,,Thessaloniki,40.62926,22.9461,Entire home/apt,69,2,240,2024-08-12,2.40,1,24,4,00000116580
15494686,Rain Apartments: Spacious House 15' from Center,99504003,Alexandros,,Thessaloniki,40.62957,22.9671,Entire home/apt,85,2,218,2024-12-16,2.19,1,198,39,00002860774
15519018,"Downtown Thessaloniki 37sm, sunny & refurbished",99747969,George,,Thessaloniki,40.63669,22.94424,Entire home/apt,42,2,187,2024-12-14,1.88,1,342,32,00000437265
15526140,Aristotelous Square Apartment,52755258,Angelos,,Thessaloniki,40.63238,22.94206,Entire home/apt,114,1,244,2024-12-17,2.81,1,353,41,00000341925
15533578,"Central, bright 1-BD Apt. WiFi, in a prvt building",48055342,Pavlos And Ioanna,,Thessaloniki,40.63789,22.95107,Entire home/apt,68,3,99,2024-11-21,1.00,2,353,2,00000168530
15558515,Nice and clean studio in Thessaloniki Center :),15229046,Alina,,Thessaloniki,40.61907,22.95643,Entire home/apt,30,2,61,2024-09-15,0.62,1,30,9,00000331484
15569577,THE WALL Downtown Apartment/museums area,100287175,Giorgos,,Thessaloniki,40.63083,22.95147,Entire home/apt,75,2,290,2024-12-04,2.92,2,347,32,00001733411
15726010,alexandros house,57417006,Αλεξανδρος,,Ampelokipon – Menemeni,40.64994215523798,22.930452230688477,Entire home/apt,,2,2,2023-11-12,0.13,1,0,0,00002320806
15809727,Τhess1home Central,171595075,Panagiotis,,Thessaloniki,40.61592,22.95562,Entire home/apt,104,1,158,2024-07-21,1.62,5,55,1,00002867373
15819752,apartment villa panorama,88525295,Θεοδοσία,,Pilea – Chortiatis,40.58525,23.0274,Entire home/apt,85,1,4,2024-07-25,0.05,1,266,2,00002586739
15863041,"Thea Apartments ""Melite""",1619493,Georgios,,Thessaloniki,40.64464,22.92364,Entire home/apt,38,20,59,2024-02-20,0.61,9,84,1,00000396817
15868940,Cosy Penthouse (up to 6 guests) in the CityCentre,92718261,Triantafyllos Xanthopoulos,,Thessaloniki,40.63853,22.94914,Entire home/apt,57,1,295,2024-09-14,3.00,2,55,5,00000445200
15972249,Panoramic View Lux Penthouse Apartment,103706671,Ανεστης,,Thessaloniki,40.6099981,22.9592021,Entire home/apt,68,2,1,2024-07-15,0.18,1,263,1,00002335506
16115782,Navarinou sq.-ancient ruins view-lux 2BD apartment,16478745,Ioanna,,Thessaloniki,40.63065,22.94789,Entire home/apt,87,2,332,2024-11-17,3.38,6,314,58,00000070690
16182856,modeRnEST.6,27837960,Χρήστος,,Thessaloniki,40.63884,22.94233,Entire home/apt,85,3,29,2023-07-16,0.30,1,254,0,00000136596
16376696,Beautiful apartment Excellent location!,25021710,Eleni,,Thessaloniki,40.6304,22.95053,Entire home/apt,67,2,361,2024-12-22,3.74,1,283,48,00000074770
16409325,city center panoramic view appartment 50sqm,107517588,Timos,,Thessaloniki,40.64291,22.93906,Entire home/apt,200,3,81,2023-02-05,0.83,8,362,0,00000479705
16490221,Exotic Home Paradise!,77882456,Kalliniki,,Thessaloniki,40.6044,22.95616,Entire home/apt,27,2,242,2024-12-01,2.53,2,80,28,00000573730
16528765,Waterfront #41Design - CozyCityCenter Flat,10654206,Alexandra,,Thessaloniki,40.63176,22.94171,Entire home/apt,45,1,699,2024-12-22,7.20,28,312,98,00000379970
16530054,Waterfront #42Design - CozyCityCenter Flat,10654206,Alexandra,,Thessaloniki,40.63179,22.94161,Entire home/apt,36,1,674,2024-12-19,6.94,28,347,92,00000379959
16554157,East Coast/Ανατολική Ακτή* με φυσικό αέριο,108992327,Katerina,,Kalamaria,40.56723,22.96061,Entire home/apt,86,1,137,2024-12-08,1.41,2,166,20,00000422420
16745492,Single room,43087202,Dimitra,,Ampelokipon – Menemeni,40.64946,22.93312,Private room,18,14,12,2024-09-18,0.14,2,364,2,00001777918
16810028,A modern and cosy small apartment in the city WiFi,103972835,Christina,,Thessaloniki,40.63771,22.95217,Entire home/apt,43,2,203,2024-11-17,2.10,4,130,21,00002442261
16821459,"Unique, designer penthouse with side seaview",38521725,Natalia,,Thessaloniki,40.62829,22.94672,Entire home/apt,66,2,176,2024-12-08,1.90,1,78,24,00000340976
16886628,Urban Living 301,112627287,Urban Living,,Thessaloniki,40.63844,22.94716,Entire home/apt,90,3,49,2023-12-03,0.51,9,333,0,00001290756
16951710,Central studio. Amazing harbor view. Free wi-fi,41049210,Kostas,,Thessaloniki,40.63773,22.94768,Entire home/apt,40,5,165,2024-09-29,1.72,1,132,15,00000018802
17088293,City Centre Landmark House,113832848,Katerina,,Thessaloniki,40.63181,22.94632,Entire home/apt,146,1,113,2024-07-12,1.19,1,354,6,00000217385
17105814,m&m Βallerinas home Τhessaloniki,114838593,George,,Thessaloniki,40.61513,22.95492,Entire home/apt,75,1,252,2024-10-28,2.64,4,360,15,00002397719
17131458,Sweet house of colours near city centre,115150030,Anastasia,,Thessaloniki,40.64301,22.94989,Entire home/apt,30,2,101,2024-11-19,1.07,1,77,10,00000487647
17309553,New elegant Studio in the center of Thessaloniki,116807177,Ioannis,,Thessaloniki,40.61352,22.95829,Entire home/apt,24,1,234,2024-11-24,2.51,3,353,12,00002616029
17324113,White Tower Minimal Apartment,116940775,Exelixis Team,,Thessaloniki,40.62849,22.94913,Entire home/apt,91,2,107,2024-12-15,1.12,1,205,4,00001871611
17364551,midtown arc studio,85343189,Stelios,,Thessaloniki,40.63422,22.94579,Entire home/apt,42,3,243,2024-12-16,2.55,2,159,33,00000102250
17457292,Mazi Rooms 1.4,59687021,Pau,,Thessaloniki,40.63812,22.94275,Entire home/apt,87,2,237,2024-05-05,2.49,14,268,5,00002294700
17504339,120 sqm  4 bd Aristotelous  Loft apartment,9531550,Katerina,,Thessaloniki,40.63363,22.94161,Entire home/apt,100,2,309,2024-12-02,3.27,14,266,45,00000439921
17620629,AiR Waterfront Nikis Apartment,988264,Architecture In Residence,,Thessaloniki,40.63011,22.94362,Entire home/apt,240,1,210,2024-12-18,2.23,3,54,26,00001715183
17636290,Modern Aristotelous Studio with a Magic Balcony,93145510,Vasilis,,Thessaloniki,40.63413,22.94183,Entire home/apt,47,2,422,2024-12-09,4.49,7,44,55,00001446466
17647450,Luxury Apt PHILOXENIA in the Heart of Thessaloniki,120058200,Maria & Nikos,,Thessaloniki,40.6307,22.943,Entire home/apt,112,2,14,2024-11-13,0.15,1,355,2,00002342913
17661723,Big apartmnent in central area,52271945,Thalia,,Thessaloniki,40.60802,22.95288,Entire home/apt,75,10,1,2018-07-31,0.01,3,365,0,00002397357
17731226,Luxurious 2bd apartment at the Aristotelous Square,16478745,Ioanna,,Thessaloniki,40.6329345703125,22.94215965270996,Entire home/apt,100,2,182,2024-11-26,1.94,6,327,37,00000070757
17755730,Feeling Home,117477639,George,,Pavlou Mela,40.66626,22.93545,Entire home/apt,67,3,0,,,1,65,0,00002499140
17816462,Cosy Apt Thessaloniki,74334773,Georgio,,Thessaloniki,40.63423,22.94205,Entire home/apt,68,3,28,2024-09-17,0.30,2,348,5,00000321636
17841955,Lovely flat in the heart of Thessaloniki,59049045,Nikoleta,,Thessaloniki,40.63507,22.95116,Private room,16,3,12,2017-11-06,0.13,1,40,0,
17988579,Sun City View,45220885,Angelos,,Pavlou Mela,40.6673,22.93403,Entire home/apt,58,3,40,2024-05-23,0.43,2,6,4,00000294214
18051125,#FLH - Urban Dream - Downtown,9244884,FeelsLikeHomeGR,,Thessaloniki,40.63887,22.94234,Entire home/apt,104,1,140,2024-11-03,1.49,17,98,6,00001971980
18065208,"An apartment in the city's ""heart""! (ΑΜΑ 95229)",2930506,Sinodios,,Thessaloniki,40.62866,22.94675,Entire home/apt,65,1,126,2024-12-14,1.43,1,240,28,00000095229
18154229,Budget cozy studio,111705455,Andrei,,Thessaloniki,40.64438,22.93902,Entire home/apt,63,2,24,2018-05-13,0.26,10,358,0,1037314
18155324,Quiet spacious studio,111705455,Andrei,,Thessaloniki,40.64405,22.93758,Entire home/apt,44,2,43,2019-12-30,0.46,10,355,0,1037314
18162971,"Thea Apartments ""Calypso""",1619493,Georgios,,Thessaloniki,40.64464,22.92357,Entire home/apt,55,15,69,2023-09-26,0.74,9,0,0,00000396817
18164708,"Stylish, modern and comfortable apartment",1656384,Thanasis,,Thessaloniki,40.64035,22.94562,Entire home/apt,76,3,84,2024-12-02,0.90,1,322,25,00000156171
18201389,White Tower Luxury Apartment,21080448,Zoe,,Thessaloniki,40.62685,22.950199,Entire home/apt,49,1,186,2024-12-17,2.08,1,158,30,00000078706
18258487,Budget comfortable twin studio,111705455,Andrei,,Thessaloniki,40.64334,22.93781,Entire home/apt,54,2,51,2018-09-27,0.55,10,358,0,1037314
18265873,St Paul House,45875542,Sofoklis,,Neapolis – Sykeon,40.63447,22.96087,Entire home/apt,42,2,98,2024-09-02,1.05,5,358,3,00001385169
18304029,Budget triple loft,111705455,Andrei,,Thessaloniki,40.6441,22.93708,Entire home/apt,56,2,47,2021-12-19,0.50,10,358,0,1037314
18342117,Budget loft twin studio,111705455,Andrei,,Thessaloniki,40.63974,22.94422,Entire home/apt,54,1,92,2019-02-08,0.99,10,358,0,1037314
18354335,Semi-floor little room,111705455,Andrei,,Thessaloniki,40.64537,22.937901,Entire home/apt,28,2,7,2019-11-04,0.09,10,354,0,1037314
18363606,Central Navarinou square-exquisite 2bd apartment,16478745,Ioanna,,Thessaloniki,40.63064461046189,22.950170869313162,Entire home/apt,100,2,176,2024-12-01,1.90,6,318,37,00002419491
18367605,Sunny terrace house near citycentre,123710995,Stefania,,Thessaloniki,40.64384,22.95117,Entire home/apt,33,2,98,2024-09-30,1.05,2,292,4,00000487691
18369648,Budget chic loft,111705455,Andrei,,Thessaloniki,40.64473,22.937,Entire home/apt,56,2,54,2018-04-29,0.58,10,358,0,1037314
18370035,Low cost triple studio,111705455,Andrei,,Thessaloniki,40.6465,22.93683,Entire home/apt,54,4,59,2018-08-31,0.63,10,358,0,1037314
18533950,DENIS APARTMENT,128671599,Tsiros,,Kalamaria,40.58329,22.95243,Entire home/apt,68,1,72,2024-12-07,0.78,1,27,29,00000002665
18562502,Mazi Rooms 1.5,59687021,Pau,,Thessaloniki,40.63812,22.94275,Entire home/apt,87,2,197,2024-10-30,2.12,14,269,29,00002294721
18563384,Beautiful bachelor apartment in central area,52271945,Thalia,,Thessaloniki,40.60024,22.95397,Entire home/apt,50,30,2,2019-10-28,0.03,3,365,0,00000324284
18574940,PENTHOUSE SUITE In the city center,128968239,Konstantinos,,Thessaloniki,40.63641,22.93811,Entire home/apt,99,1,286,2024-09-08,3.09,15,88,3,00001862237
18578981,Stay Apartment,68185288,Athanasia And Vasilis,,Thessaloniki,40.61042,22.95397,Entire home/apt,,1,17,2024-08-19,0.18,13,0,3,00001802968
18604364,TOP location Brand NEW apartment !,25683666,Alexandra,,Thessaloniki,40.63452,22.94825,Entire home/apt,110,2,255,2024-12-08,2.76,1,343,40,00000144858
18609939,Παραδοσιακο κτηριο στην Ανω Πολη με ξυλινη σοφιτα,129257949,Constantino,,Thessaloniki,40.6445,22.94307,Entire home/apt,130,1,4,2024-10-13,0.05,6,363,1,0933K133K0466700
18664924,Historical city centre neoclassic apartment,3636352,Dimitra,,Thessaloniki,40.64025,22.94576,Entire home/apt,27,3,21,2024-10-28,0.24,2,29,1,00000470350
18715655,"#FLH - Boho Chic Apartment, Agia Sofia District",9244884,FeelsLikeHomeGR,,Thessaloniki,40.63379,22.94552,Entire home/apt,127,1,200,2024-10-26,2.16,17,98,1,00002504380
18823225,Sunny and Central:),131061327,Ιωάννα,,Thessaloniki,40.63966,22.94122,Entire home/apt,40,3,441,2024-12-09,4.80,2,354,52,00000020300
18829778,"Spacious,near the sea, city center apartment.",131123623,Nazeli&Markela,,Thessaloniki,40.62857,22.95216,Entire home/apt,44,2,239,2024-11-17,2.60,1,58,25,00000300070
18860209,SunnyPenthouse/unique terrace next to the old city,18268417,Athanasios,,Thessaloniki,40.63846,22.96037,Entire home/apt,,3,267,2024-07-02,2.92,1,0,25,00000307189
18867093,City Center Apartment with balcony near Helexpo,131449058,Eva,,Thessaloniki,40.62061,22.95409,Entire home/apt,60,2,215,2024-11-07,2.35,1,123,5,00000082295
18922908,Konstantinos's Luxury studio,131894407,Konstantinos,,Thessaloniki,40.64507,22.94203,Entire home/apt,25,1,21,2024-09-22,0.23,5,330,1,00001798273
18926110,Waterfront #43Design - CozyCityCenter Flat,10654206,Alexandra,,Thessaloniki,40.63175964355469,22.941707611083984,Entire home/apt,69,1,677,2024-12-22,7.35,28,331,98,00000379868
18959007,Fabulous house in Panorama Thessaloniki,12928977,Despina,,Pilea – Chortiatis,40.59284,23.03594,Entire home/apt,210,2,0,,,2,0,0,00000040661
19009409,Greek Lifestyle Apartment,43205171,Marietta,,Kordelio – Evosmos,40.66467,22.91682,Entire home/apt,100,2,30,2023-10-29,0.33,1,114,0,00001312460
19032530,Modern studio in the heart of the city,132809872,Μαρία,,Thessaloniki,40.63214,22.94413,Entire home/apt,34,2,449,2024-12-21,4.91,1,247,74,00000002571
19034665,White Tower Guesthouse,20387484,Christos,,Thessaloniki,40.6284,22.94918,Entire home/apt,70,2,52,2024-11-11,0.57,1,358,1,00001869070
19068561,Apartment old town near centre! !!!,79386724,Nick,,Thessaloniki,40.643673,22.943687,Entire home/apt,,1,99,2023-08-05,1.08,1,0,0,00000208202
19077300,"Sweet, small, sunny apartment in the city center",133203550,Theodoros,,Thessaloniki,40.63668,22.946,Entire home/apt,42,3,387,2024-12-23,4.24,1,73,53,00000140616
19139915,Alex Apt in the city center,53262810,Nikos,,Thessaloniki,40.63802,22.94345,Entire home/apt,39,2,209,2024-12-22,2.28,1,169,36,00001097467
19219664,Διαμέρισμα πολυτελείας κέντρο Θεσσαλονίκης - Alice,132330763,Marina,,Thessaloniki,40.64066,22.93948,Entire home/apt,65,2,57,2023-12-31,0.64,1,358,1,00000364771
19253287,Apartment in a listed building,134824651,Χαρούλα,,Thessaloniki,40.63099,22.94612,Entire home/apt,50,3,126,2024-12-14,1.38,1,342,41,00000202200
19304313,Kassandrou Apartment beautiful view !,129587760,Xrysa,,Thessaloniki,40.63622,22.95321,Entire home/apt,34,2,82,2022-05-30,0.92,1,0,0,00002876429
19312663,Romeo central luxury mini suite,108033866,Apostolos,,Thessaloniki,40.63684,22.9394,Entire home/apt,90,1,594,2024-12-11,6.53,9,353,57,00002379757
19314278,Liako’s House with amazing view in Thessaloniki !!,25815501,Ilias,,Thessaloniki,40.6425,22.95126,Entire home/apt,51,3,61,2024-11-02,0.68,1,224,17,00001240716
19331859,Juliet central luxury mini suite,108033866,Apostolos,,Thessaloniki,40.63692,22.93925,Entire home/apt,92,1,436,2024-11-08,4.77,9,358,21,00002379762
19343590,Alex's wood-art home,135522367,Alexandros,,Thessaloniki,40.64202,22.93857,Entire home/apt,,3,172,2024-08-29,1.89,1,0,1,00000124285
19346219,Modern industrial suite Ag.Sofias Square.,77080281,Stratos,,Thessaloniki,40.63226,22.9449,Entire home/apt,54,2,356,2024-11-21,3.90,2,330,16,00000040071
19457599,"""Erato"" modern flat in Evosmo Thessaloniki",136467908,Theodoros&Eleni,,Kordelio – Evosmos,40.67305,22.91536,Entire home/apt,42,2,80,2023-07-02,0.89,2,72,0,00001390078
19467760,Waterfront Luxury Sea View City Center Apartment,133668199,Georgia And Giannis,,Thessaloniki,40.63559,22.93546,Entire home/apt,200,2,414,2024-12-08,4.57,1,10,46,00000102159
19656816,Aristotelous loft studio 60sqm,9531550,Katerina,,Thessaloniki,40.6336,22.94159,Entire home/apt,70,1,428,2024-10-24,4.73,14,0,61,00000483187
19724971,The Key to SKG,221305051,Nikolaos,,Thessaloniki,40.62867,22.95037,Entire home/apt,67,2,310,2024-12-08,3.42,1,273,18,00000461709
19734754,1-2 persons studio in Ano Poli (city center),138958373,Panagiotis,,Thessaloniki,40.639,22.95652,Entire home/apt,30,3,100,2024-11-16,1.11,2,84,8,00000384153
19756254,Cozy apartment with a unique view,12950290,Stefanos & Maria,,Thessaloniki,40.63299,22.94943,Entire home/apt,500,60,132,2020-03-15,1.48,1,365,0,00000934290
19785393,"Furnished apartments in Pefka, Thessaloniki",135801118,Katharina,,Neapolis – Sykeon,40.65925,22.9787,Private room,25,90,0,,,1,177,0,
19827493,Urban Living 402,112627287,Urban Living,,Thessaloniki,40.63937,22.94532,Entire home/apt,80,3,31,2023-09-26,0.34,9,0,0,00001311777
19835357,Family studio,111705455,Andrei,,Thessaloniki,40.644863,22.937481,Entire home/apt,61,1,28,2018-05-13,0.31,10,358,0,1037314
19838129,sacvoyage,140218094,Aristeidis,,Thessaloniki,40.60423,22.96221,Entire home/apt,65,1,203,2024-12-20,2.25,1,21,32,00000981138
19861385,Urban Living 401,112627287,Urban Living,,Thessaloniki,40.64019,22.94557,Entire home/apt,55,3,22,2024-04-13,0.25,9,0,1,00001290777
19888129,High-end luxury apartment 2,34341328,Βασίλης,,Thessaloniki,40.61445,22.96262,Entire home/apt,43,2,57,2024-11-28,0.64,2,344,6,00000506796
19929641,My House,112417104,Giorgos,,Kalamaria,40.5742,22.9496,Entire home/apt,64,3,82,2024-03-09,0.92,1,55,2,00002818276
19992100,Comfort room,45220885,Angelos,,Pavlou Mela,40.66693,22.93586,Entire home/apt,66,3,3,2023-09-24,0.04,2,15,0,00000288346
20003529,Ideal for longer stays,21693651,Παύλος,,Thessaloniki,40.61041,22.97228,Entire home/apt,55,60,10,2023-09-18,0.11,1,252,0,00002013651
20009115,Elegant Studio at Apostolou Pavlou,142030781,Χρυσάνθη,,Thessaloniki,40.63664,22.95522,Entire home/apt,30,3,81,2024-11-16,0.92,3,242,6,00000958630
20010508,Elegant studio at Viantos street,142030781,Χρυσάνθη,,Thessaloniki,40.639294,22.953327,Entire home/apt,40,3,111,2024-09-16,1.24,3,333,4,00000497826
20044749,SHARD sky,142392582,Maria,,Thessaloniki,40.61847,22.96235,Entire home/apt,70,2,31,2024-09-08,0.99,1,81,5,00001397192
20089778,It used to be my workshop,131061327,Ιωάννα,,Thessaloniki,40.63627,22.9527,Entire home/apt,29,3,493,2024-12-22,5.54,2,352,69,00000333030
20141458,Aristotelous Loft Apartment,83460669,Nikoleta,,Thessaloniki,40.63821,22.94794,Entire home/apt,55,1,152,2024-11-29,1.70,1,301,25,00000013112
20346631,thess1home mistral,34979760,Panagiotis,,Kalamaria,40.56751,22.96033,Entire home/apt,75,1,176,2024-10-29,1.97,9,147,16,00000899640
20432460,"Modern style apartment,Central Thessaloniki, 100qm",145789612,Jens,,Thessaloniki,40.639828,22.938847,Entire home/apt,55,5,18,2024-09-14,0.20,1,177,2,00000032323
20494668,Central Top Floor (Ρετιρέ) Apartment,146313643,Δημητρης,,Thessaloniki,40.62882,22.95277,Entire home/apt,45,2,233,2024-12-09,2.62,1,117,32,00000000679
20528978,Presidential luxury suite with amazing city view!,108033866,Apostolos,,Thessaloniki,40.63359,22.96153,Entire home/apt,257,2,399,2024-12-01,4.46,9,305,38,00002379741
20564108,Upscale and Spacious 3BR Home,38459666,Kostas,,Ampelokipon – Menemeni,40.65548,22.92987,Entire home/apt,92,30,48,2024-08-08,0.56,1,176,4,00000043720
20645235,Alpinia deluxe Apt.(must),133887934,George,,Thessaloniki,40.63077,22.95099,Entire home/apt,90,3,66,2024-12-04,0.74,14,24,8,00002106241
20645523,Lotus deluxe Apt.(must),133887934,George,,Thessaloniki,40.63062,22.95075,Entire home/apt,90,3,35,2024-09-30,0.39,14,31,2,00002106257
20647590,Central Modern Studio,147650540,Tina,,Thessaloniki,40.63985,22.93945,Entire home/apt,42,2,62,2024-10-18,0.70,2,125,10,00000363177
20662899,the Birds,107328172,Alexis,,Thessaloniki,40.63583,22.94426,Entire home/apt,130,2,79,2024-09-11,0.89,7,56,4,00000686121
20719513,Heliconia deluxe Apt.(must),133887934,George,,Thessaloniki,40.63357,22.94948,Entire home/apt,105,3,75,2024-11-09,0.84,14,114,14,00001435716
20757624,Eclipse Suite #Skgbnb,28267881,Tomas&Cristina! Skgbnb,,Thessaloniki,40.6336,22.9532,Entire home/apt,120,2,78,2024-12-01,0.88,30,303,11,00002350419
20768326,Pretty flat at the city of Thessaloniki,148785081,Christos,,Thessaloniki,40.60157,22.967,Entire home/apt,35,3,16,2023-07-31,0.53,1,78,0,00001646333
20770528,Mazi Rooms 7.2,59687021,Pau,,Thessaloniki,40.63857,22.94025,Entire home/apt,107,1,57,2024-10-06,0.64,14,258,4,00002294965
20772805,Σοφίτα στο κέντρο της Θεσσαλονίκης.,148833105,Άννα,,Thessaloniki,40.639,22.94522,Entire home/apt,35,2,73,2024-10-21,0.83,1,353,6,00000395132
20776860,Mazi Rooms 7.3,59687021,Pau,,Thessaloniki,40.63857,22.94025,Entire home/apt,96,1,81,2024-10-12,0.91,14,266,8,00002294986
20777281,Mazi Rooms 7.4,59687021,Pau,,Thessaloniki,40.63857,22.94025,Entire home/apt,107,2,114,2024-11-24,1.29,14,262,6,00002294970
20777502,Mazi Rooms 7.5,59687021,Pau,,Thessaloniki,40.63857,22.94025,Entire home/apt,94,2,78,2024-09-22,0.88,14,219,8,00002295006
20777640,Mazi Rooms 7.6,59687021,Pau,,Thessaloniki,40.63935,22.94129,Entire home/apt,94,1,3,2024-11-03,0.83,14,174,3,00002687397
20777824,Mazi Rooms 7.1,59687021,Pau,,Thessaloniki,40.63857,22.94025,Entire home/apt,74,2,44,2024-09-16,0.50,14,263,3,00002294716
